timestamp,market_ticker,market_close_time,shadow_balance_before,shadow_market_pnl,shadow_realized_pnl,shadow_balance_change,shadow_balance_after,shadow_selected_side,shadow_eligible,shadow_skip_reason,shadow_contracts,shadow_average_entry,shadow_cost,shadow_proceeds,shadow_payout,shadow_fees,shadow_exit_method,shadow_fill_model,shadow_simulation_quality,live_execution_enabled,completed_at
2026-08-03T19:00:17.993332+00:00,KXBTC15M-26AUG031500-00,2026-08-03T19:00:17.961985+00:00,36.587015,0,0,0,36.587015,no,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-03T19:00:17.993338+00:00
2026-08-03T19:15:21.984947+00:00,KXBTC15M-26AUG031515-15,2026-08-03T19:15:21.951957+00:00,36.587015,-4.59000,-4.59000,-4.59000,31.997015,no,True,,30.00,0.2,6.000,1.41000,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-03T19:15:21.984952+00:00
2026-08-03T19:30:14.842373+00:00,KXBTC15M-26AUG031530-30,2026-08-03T19:30:14.810198+00:00,31.997015,0,0,0,31.997015,no,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-03T19:30:14.842378+00:00
2026-08-03T19:45:14.318388+00:00,KXBTC15M-26AUG031545-45,2026-08-03T19:45:14.284157+00:00,31.997015,0,0,0,31.997015,no,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-03T19:45:14.318393+00:00
2026-08-03T20:00:24.650247+00:00,KXBTC15M-26AUG031600-00,2026-08-03T20:00:24.616403+00:00,31.997015,-4.71000,-4.71000,-4.71000,27.287015,yes,True,,30.00,0.2,6.000,1.29000,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-03T20:00:24.650252+00:00
2026-08-03T20:15:15.503234+00:00,KXBTC15M-26AUG031615-15,2026-08-03T20:15:15.468876+00:00,27.287015,0,0,0,27.287015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-03T20:15:15.503239+00:00
2026-08-03T20:30:15.336502+00:00,KXBTC15M-26AUG031630-30,2026-08-03T20:30:15.286835+00:00,27.287015,0,0,0,27.287015,no,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-03T20:30:15.336508+00:00
2026-08-03T20:45:19.120272+00:00,KXBTC15M-26AUG031645-45,2026-08-03T20:45:19.086366+00:00,27.287015,0,0,0,27.287015,no,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-03T20:45:19.120278+00:00
2026-08-03T21:00:20.229497+00:00,KXBTC15M-26AUG031700-00,2026-08-03T21:00:20.194960+00:00,27.287015,-4.98000,-4.98000,-4.98000,22.307015,yes,True,,30.00,0.2,6.000,1.02000,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-03T21:00:20.229503+00:00
2026-08-03T21:15:18.596504+00:00,KXBTC15M-26AUG031715-15,2026-08-03T21:15:18.563799+00:00,22.307015,0,0,0,22.307015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-03T21:15:18.596508+00:00
2026-08-03T21:30:19.177296+00:00,KXBTC15M-26AUG031730-30,2026-08-03T21:30:19.146310+00:00,22.307015,0,0,0,22.307015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-03T21:30:19.177302+00:00
2026-08-03T21:45:20.234487+00:00,KXBTC15M-26AUG031745-45,2026-08-03T21:45:20.201268+00:00,22.307015,-4.6200,-4.6200,-4.6200,17.687015,yes,True,,30.0,0.2,6.00,1.3800,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-03T21:45:20.234492+00:00
2026-08-03T22:00:21.402995+00:00,KXBTC15M-26AUG031800-00,2026-08-03T22:00:21.369517+00:00,17.687015,0,0,0,17.687015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-03T22:00:21.403000+00:00
2026-08-03T22:15:22.528284+00:00,KXBTC15M-26AUG031815-15,2026-08-03T22:15:22.496062+00:00,17.687015,0,0,0,17.687015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-03T22:15:22.528289+00:00
2026-08-03T22:30:15.679439+00:00,KXBTC15M-26AUG031830-30,2026-08-03T22:30:15.648416+00:00,17.687015,0,0,0,17.687015,yes,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-03T22:30:15.679444+00:00
2026-08-03T22:45:19.329511+00:00,KXBTC15M-26AUG031845-45,2026-08-03T22:45:19.297521+00:00,17.687015,6.00,6.00,6.00,23.687015,no,True,,9.0,0.3333333333333333333333333333,3.00,0,9.0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-03T22:45:19.329516+00:00
2026-08-03T23:00:24.579122+00:00,KXBTC15M-26AUG031900-00,2026-08-03T23:00:24.547958+00:00,23.687015,0,0,0,23.687015,yes,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-03T23:00:24.579128+00:00
2026-08-03T23:15:24.296983+00:00,KXBTC15M-26AUG031915-15,2026-08-03T23:15:24.235121+00:00,23.687015,0,0,0,23.687015,no,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-03T23:15:24.296990+00:00
2026-08-03T23:30:17.203337+00:00,KXBTC15M-26AUG031930-30,2026-08-03T23:30:17.169290+00:00,23.687015,0,0,0,23.687015,yes,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-03T23:30:17.203342+00:00
2026-08-03T23:45:24.288936+00:00,KXBTC15M-26AUG031945-45,2026-08-03T23:45:24.257532+00:00,23.687015,0,0,0,23.687015,no,True,,0,,0,0,0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-03T23:45:24.288941+00:00
2026-08-04T00:00:20.263680+00:00,KXBTC15M-26AUG032000-00,2026-08-04T00:00:20.229488+00:00,23.687015,6.00,6.00,6.00,29.687015,yes,True,,9.0,0.3333333333333333333333333333,3.00,0,9.0,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-04T00:00:20.263685+00:00
2026-08-04T00:15:22.226276+00:00,KXBTC15M-26AUG032015-15,2026-08-04T00:15:22.194004+00:00,29.687015,24.000,24.000,24.000,53.687015,no,True,,30.00,0.2,6.000,0,30.00,0,settlement,conservative_trade_through,conservative_approximation,False,2026-08-04T00:15:22.226282+00:00
2026-08-04T00:30:19.113055+00:00,KXBTC15M-26AUG032030-30,2026-08-04T00:30:19.081472+00:00,53.687015,-4.5000,-4.5000,-4.5000,49.187015,yes,True,,30.00,0.2,6.000,1.5000,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-04T00:30:19.113060+00:00
2026-08-04T00:45:23.498435+00:00,KXBTC15M-26AUG032045-45,2026-08-04T00:45:23.466365+00:00,49.187015,-4.65000,-4.65000,-4.65000,44.537015,yes,True,,30.00,0.2,6.000,1.35000,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-04T00:45:23.498441+00:00
2026-08-04T01:00:26.657248+00:00,KXBTC15M-26AUG032100-00,2026-08-04T01:00:26.621431+00:00,44.537015,0,0,0,44.537015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-04T01:00:26.657253+00:00
2026-08-04T01:15:23.077944+00:00,KXBTC15M-26AUG032115-15,2026-08-04T01:15:23.040905+00:00,44.537015,0,0,0,44.537015,yes,False,shadow_two_consecutive_completed_losses,0,,0,0,0,0,settlement,conservative_trade_through,unavailable,False,2026-08-04T01:15:23.077950+00:00
2026-08-04T01:30:15.955502+00:00,KXBTC15M-26AUG032130-30,2026-08-04T01:30:15.918210+00:00,44.537015,-4.5000,-4.5000,-4.5000,40.037015,no,True,,30.00,0.2,6.000,1.5000,0,0,absolute_stop,conservative_trade_through,conservative_approximation,False,2026-08-04T01:30:15.955508+00:00
